鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
大里區,房地(土地+建物),臺中市大里區環中東路六段331~360號,27.64,住,,,1070907,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040401,126.13,3,2,2,有,有,有,17100,136,,0.0,0,臺中市包租代管案件租金市價打9折。,RPRPMLMJIINFFIB28CC
大里區,房地(土地+建物),臺中市大里區中興路二段631~660號,22.68,住,,,1070907,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711030,85.52,3,2,1,有,無,有,15300,179,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTPMLMJIINFFIB48CC
大里區,房地(土地+建物),臺中市大里區塗城路151巷1~30號,23.46,,鄉村區,乙種建築用地,1070903,土地1建物0車位0,全,2,透天厝,住家用,加強磚造,0670120,23.14,1,0,1,有,無,有,6500,281,,0.0,0,臺中市包租代管案件租金市價打9折。,RPXPMLMJIINFFIB88CC
神岡區,房地(土地+建物),臺中市神岡區文昌街420巷1~30號,187.42,住,,,1071001,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0780520,334.85,0,0,0,無,有,無,19999,60,,0.0,0,,RPTNMLMJIINFFDB77CC
沙鹿區,房地(土地+建物),臺中市沙鹿區晉文路149巷8弄31~60號,25.06,住,,,1070801,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1000829,20.0,1,0,1,有,無,有,6200,310,,0.0,0,,RPUNMLMJIINFFFB08CC
沙鹿區,房地(土地+建物),臺中市沙鹿區晉文路183巷1~30號,5.2,住,,,1070901,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1011120,16.33,1,0,1,有,無,有,4050,248,,0.0,0,臺中市包租代管案件租金市價打9折。,RPVNMLMJIINFFFB18CC
南區,建物,臺中市南區五權南路151~180號,0.0,商,,,1070916,土地0建物1車位1,十層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850503,70.61,1,1,1,有,有,有,12500,177,坡道平面,0.0,0,1租金含管理費。2車位面積無法分算,RPUNMLMJIINFFAB57CC
西區,房地(土地+建物),臺中市西區明義街61~90號,13.52,住,,,1070917,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0660823,40.43,1,0,1,有,無,有,8505,210,,0.0,0,臺中市包租代管案件租金市價打9折。,RPVNMLMJIINFFAB67CC
西區,房地(土地+建物),臺中市西區明義街61~90號,19.36,住,,,1070917,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0660823,57.88,1,1,1,有,無,有,13050,225,,0.0,0,臺中市包租代管案件租金市價打9折。,RPXNMLMJIINFFAB87CC
西區,房地(土地+建物),臺中市西區福龍街61~90號,4.79,商,,,1070906,土地2建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0770607,21.14,1,0,1,有,無,有,4230,200,,0.0,0,臺中市包租代管案件租金市價打9折。,RPROMLMJIINFFAB37CC
南區,房地(土地+建物),臺中市南區高工南路170巷1~30號,19.86,住,,,1070907,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0910401,153.03,5,1,2,有,無,有,15300,100,,0.0,0,臺中市包租代管案件租金市價打9折。,RPXOMLMJIINFFAB97CC
南區,房地(土地+建物),臺中市南區南平路31~60號,2.71,住,,,1070903,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840510,30.589999999999996,1,0,1,有,有,有,5443,178,,0.0,0,臺中市包租代管案件租金市價打9折。,RPOPMLMJIINFFAB17CC
大肚區,房地(土地+建物),臺中市大肚區遊園路一段70巷3弄1~30號,46.25,,鄉村區,特定目的事業用地,1070928,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710815,73.16,3,2,1,有,無,有,8500,116,,0.0,0,,RPTNMLMJIINFFKB48CC
大肚區,土地,中蔗段1021~1050地號,479.12,,一般農業區,農牧用地,1070918,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,94,,0.0,0,土地上有廠房,RPUNMLMJIINFFKB58CC
龍井區,房地(土地+建物),臺中市龍井區遠東街80巷31~60號,119.06,住,,,1070918,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0781103,209.81,5,2,4,有,無,有,25000,119,,0.0,0,,RPWNMLMJIINFFKB78CC
龍井區,房地(土地+建物),臺中市龍井區國際街253巷2弄1~30號,58.13,住,,,1070906,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0871031,189.95,3,2,3,有,無,有,16000,84,,0.0,0,,RPXNMLMJIINFFKB88CC
龍井區,房地(土地+建物),臺中市龍井區新興路25巷31~60號,15.65,,鄉村區,乙種建築用地,1070918,土地2建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810810,109.46000000000001,2,2,1,有,有,有,11000,100,,0.0,0,"含管理費,不含水電費.瓦斯費.網路費",RPOOMLMJIINFFKB08CC
龍井區,房地(土地+建物),臺中市龍井區綠園路91~120號,111.13,,山坡地保育區,丙種建築用地,1070925,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,0690414,104.92,4,2,3,有,無,有,18000,172,,0.0,0,,RPPOMLMJIINFFKB18CC
太平區,房地(土地+建物),臺中市太平區新高路31~60號,19.63,住,,,1070919,土地1建物0車位0,全,2,透天厝,見其他登記事項,加強磚造,0621221,28.14,1,0,1,有,無,有,7515,267,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUNMLMJIINFFJB48CC
太平區,房地(土地+建物),臺中市太平區中山路一段245巷1~30號,6.69,,鄉村區,乙種建築用地,1070907,土地1建物0車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880909,23.439999999999998,1,0,1,有,無,有,4000,171,,0.0,0,"此件為台中市政府社會住宅包租代管試辦計畫租金,原價租金4444,房東租金9折4000,房客租金9折4000",RPWNMLMJIINFFJB68CC
南屯區,房地(土地+建物)+車位,臺中市南屯區向心南路721~750號,52.51,住,,,1071001,土地1建物2車位2,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880423,199.2,2,0,1,有,有,有,60000,301,坡道平面,52.5,0,,RPSPMLMJIINFFCB77CC
西屯區,建物,臺中市西屯區臺灣大道三段61~90號,0.0,住,,,1070911,土地0建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950816,103.18,2,2,1,有,有,有,19000,184,坡道機械,18.57,0,租金含管理費,RPSQMLMJIINFFCB87CC
西屯區,建物,臺中市西屯區精明二街31~60號,0.0,住,,,1070918,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0700409,45.1,0,1,0,有,無,有,25000,554,,0.0,0,,RPXSMLMJIINFFCB58CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政南一路91~120號,4488.02,住,,,1070926,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070129,4400.23,2,2,1,有,有,有,24000,5,坡道平面,0.0,0,,RPQTMLMJIINFFCB97CC
北屯區,建物,臺中市北屯區旅順路二段331~360號,0.0,住,,,1070912,土地0建物0車位1,一層,7,店面(店鋪),住商用,鋼筋混凝土造,0790301,106.94999999999999,0,1,1,有,無,無,15000,140,坡道平面,0.0,0,公設及車位面積無法分算,RPUNMLMJIINFFBB67CC
北屯區,建物,臺中市北屯區旅順路二段331~360號,0.0,住,,,1070912,土地0建物0車位0,見其他登記事項,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0790301,185.4,4,0,2,有,無,無,15000,81,,0.0,0,,RPVNMLMJIINFFBB77CC
北區,建物,臺中市北區大仁街61~90號,0.0,商,,,1070916,土地0建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960409,111.02,2,2,1,有,有,有,20000,180,坡道機械,16.53,0,租金含管理費,RPXNMLMJIINFFBB97CC
北屯區,建物,臺中市北屯區建和路一段391~420號,0.0,住,,,1070916,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040416,166.41,3,2,2,有,有,有,23000,138,坡道平面,34.81,0,租金含管理費,RPQOMLMJIINFFBB37CC
北區,房地(土地+建物),臺中市北區衛道路35巷1弄1~30號,5.8,住,,,1070918,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730419,17.85,1,0,1,有,無,有,5500,308,,0.0,0,臺中市包租代管案件租金市價打9折。,RPSOMLMJIINFFBB57CC
北屯區,房地(土地+建物),臺中市北屯區九龍街31~60號,83.0,住,,,1070915,土地2建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0700704,179.51,6,3,3,有,無,有,27000,150,,0.0,0,,RPRPMLMJIINFFBB57CC
北區,房地(土地+建物),臺中市北區北興街151~180號,60.58,住,,,1070918,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780828,160.26999999999998,4,2,2,有,有,無,16000,100,,0.0,0,,RPSPMLMJIINFFBB67CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段91~120號,16.4,商,,,1070924,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041105,190.84,3,2,2,有,有,無,36000,189,坡道平面,23.59,0,,RPWPMLMJIINFFBB08CC
北屯區,建物,臺中市北屯區軍福十八路91~120號,0.0,住,,,1070916,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061208,145.54000000000002,2,2,2,有,有,有,17000,117,坡道平面,31.3,0,,RPOQMLMJIINFFBB37CC
北區,房地(土地+建物),臺中市北區國瑞街91~120號,149.74,住,,,1070903,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0750524,110.30000000000001,4,1,2,有,無,有,14400,131,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTRMLMJIINFFBB97CC
北屯區,房地(土地+建物),臺中市北屯區軍福十二路181~210號,19.09,住,,,1070910,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060612,128.91,3,2,2,有,有,有,17100,133,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUNMLNJIINFFBB77CC
北屯區,房地(土地+建物),臺中市北屯區東山路一段238巷15弄31~60號,26.86,住,,,1070912,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1041224,127.53,3,2,2,有,有,有,17100,134,,0.0,0,臺中市包租代管案件租金市價打9折。,RPROMLNJIINFFBB57CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.88,商,,,1070916,土地2建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,0,0,0,無,有,有,14000,206,,0.0,0,,RPSOMLNJIINFFBB67CC
北區,車位,臺中市北區進化北路301~330號,0.52,商,,,1070920,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,無,3500,,坡道平面,31.88,3500,,RPTOMLNJIINFFBB77CC
北區,房地(土地+建物),臺中市北區青島西街98巷1~30號,19.77,住,,,1070918,土地1建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830622,154.25,3,2,2,有,有,有,16200,105,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUOMLNJIINFFBB87CC
北區,車位,臺中市北區進化北路301~330號,0.38,商,,,1070920,土地0建物0車位1,,,其他,,,,27.9,0,0,0,有,有,無,3500,,坡道平面,27.9,3500,,RPWOMLNJIINFFBB08CC
北區,房地(土地+建物)+車位,臺中市北區進化北路301~330號,6.29,商,,,1070911,土地2建物1車位1,十八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,69.26,0,0,0,無,有,有,18000,260,坡道機械,15.94,0,,RPOPMLNJIINFFBB37CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.63,商,,,1070902,土地2建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.07,0,0,0,無,有,有,14000,206,,0.0,0,,RPTPMLNJIINFFBB87CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.37,商,,,1070918,土地2建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,0,0,0,無,有,有,14000,206,,0.0,0,,RPUPMLNJIINFFBB97CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,7.3,商,,,1070920,土地2建物1車位0,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,83.97,0,0,0,無,有,有,16000,191,,0.0,0,,RPVPMLNJIINFFBB08CC
北區,車位,臺中市北區進化北路301~330號,0.25,商,,,1070919,土地0建物0車位1,,,其他,,,,15.94,0,0,0,有,有,無,2500,,坡道機械,15.94,2500,,RPOQMLNJIINFFBB47CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,63.45,商,,,1070920,土地1建物1車位0,二十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,39.92,2,1,2,有,有,有,24000,601,,0.0,0,,RPSQMLNJIINFFBB87CC
北區,房地(土地+建物),臺中市北區天津路二段121~150號,3.7,住,,,1070911,土地1建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780610,23.47,1,0,1,有,無,有,7000,298,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTQMLNJIINFFBB97CC
北區,房地(土地+建物),臺中市北區天津路二段121~150號,3.7,住,,,1070910,土地1建物0車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780610,23.47,1,0,1,有,無,有,7000,298,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUQMLNJIINFFBB08CC
西屯區,房地(土地+建物),臺中市西屯區福上巷319巷1~30號,13.27,住,,,1070906,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781206,19.63,1,0,1,有,有,有,5000,255,,0.0,0,臺中市包租代管案件租金市價打9折。,RPQOMLNJIINFFCB57CC
南屯區,房地(土地+建物),臺中市南屯區大昌街61~90號,18.0,住,,,1070907,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770712,68.35,2,1,1,有,無,有,14850,217,,0.0,0,臺中市包租代管案件租金市價打9折。,RPROMLNJIINFFCB67CC
西屯區,房地(土地+建物),臺中市西屯區國安一路151~180號,4.52,商,,,1070925,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960522,36.2,1,1,1,有,有,有,8000,221,,0.0,0,,RPQPMLNJIINFFCB67CC
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道四段1261~1290號,5.34,商,,,1070926,土地1建物1車位1,四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990112,78.28,1,1,1,有,有,有,16000,204,坡道平面,13.86,0,,RPRPMLNJIINFFCB77CC
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,26.34,商,,,1070906,土地1建物1車位2,十五層,21,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,263.09,4,2,2,有,有,有,50000,190,坡道平面,60.92,0,租金含管理費。,RPVQMLNJIINFFCB28CC
龍井區,房地(土地+建物),臺中市龍井區游園北路336巷1~30號,109.14,住,,,1070907,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0701230,99.88,2,1,2,有,無,有,17000,170,,0.0,0,臺中市包租代管案件租金市價打9折。,RPWNMLNJIINFFKB88CC
西區,房地(土地+建物),臺中市西區公益北街1~30號,4.14,住,,,1070917,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,100.68,3,2,2,有,有,有,17100,170,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTOMLNJIINFFAB67CC
沙鹿區,房地(土地+建物),臺中市沙鹿區晉文路183巷1~30號,4.93,住,,,1070901,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1011120,17.27,1,0,1,有,無,有,4050,235,,0.0,0,臺中市包租代管案件租金市價打9折。,RPPNMLNJIINFFFB67CC
沙鹿區,房地(土地+建物),臺中市沙鹿區晉文路183巷1~30號,5.22,住,,,1070901,土地1建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1011120,16.38,1,0,1,有,無,有,4050,247,,0.0,0,臺中市包租代管案件租金市價打9折。,RPSNMLNJIINFFFB97CC
烏日區,建物,臺中市烏日區健行路271~300號,485.12,住,,,1070928,土地0建物0車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,1070119,767.73,1,0,1,有,無,有,10100,13,,0.0,0,,RPTNMLNJIINFFIB38CC
大里區,房地(土地+建物),臺中市大里區立德東街22巷1~30號,33.09,住,,,1070917,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,80.57,3,2,1,有,無,有,14400,179,,0.0,0,臺中市包租代管案件租金市價打9折。,RPOOMLNJIINFFIB97CC
烏日區,房地(土地+建物),臺中市烏日區中山路一段1~30號,11.57,住,,,1070919,土地1建物1車位0,六層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830708,125.74000000000001,3,1,2,有,有,有,12000,95,,0.0,0,臺中市包租代管案件租金市價打9折。,RPPOMLNJIINFFIB08CC
大里區,房地(土地+建物),臺中市大里區慈德路299巷1~30號,21.05,住,,,1070913,土地1建物0車位0,全,2,透天厝,住家用,加強磚造,0681110,24.37,1,0,1,有,無,有,8000,328,,0.0,0,臺中市包租代管案件租金市價打9折。,RPTOMLNJIINFFIB48CC
大雅區,房地(土地+建物),臺中市大雅區中山北路421~450號,21.61,住,,,1070903,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830412,129.55,3,2,2,有,有,有,15300,118,,0.0,0,臺中市包租代管案件租金市價打9折。,RPQOMLOJIINFFHB18CC
豐原區,房地(土地+建物),臺中市豐原區圓環東路571~600號,90.25,商,,,1070920,土地1建物1車位0,見其他登記事項,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1020927,273.95,6,2,3,有,無,無,35000,128,,0.0,0,,RPWNMLOJIINFFDB28CC
南區,房地(土地+建物)+車位,臺中市南區東興路一段1~30號,5.8,住,,,1070909,土地1建物1車位1,十九層,32,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950622,139.14,3,2,2,有,有,有,18000,129,坡道機械,13.05,0,,RPWNMLOJIINFFAB97CC
西區,房地(土地+建物),臺中市西區忠明南路91~120號,9.41,住,,,1070908,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,73.24000000000001,2,1,1,有,有,有,26000,355,,0.0,0,,RPRPMLOJIINFFAB67CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段511~540號,8.24,住,,,1070928,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0970130,73.88,2,1,1,有,有,有,19500,264,坡道平面,23.31,0,,RPWNMLOJIINFFBB18DC
烏日區,房地(土地+建物),臺中市烏日區新興路31~60號,34.0,住,,,1070921,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0681130,204.96,4,2,3,有,無,無,20000,98,,0.0,0,,RPTOMLOJIINFFIB68DC
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道四段1201~1230號,16.68,住,,,1070909,土地1建物1車位1,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,252.51,4,2,2,有,有,有,38000,150,坡道平面,28.11,0,,RPVNMLOJIINFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區天水西五街1~30號,17.62,住,,,1070910,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010523,109.55,2,2,1,有,有,有,25000,228,坡道機械,17.81,0,租金含管理費。,RPOOMLOJIINFFCB47CC
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩路451~480號,29.81,住,,,1070910,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941130,285.65,4,2,2,有,有,有,46000,161,坡道平面,28.42,0,,RPROMLOJIINFFCB77CC
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段841~870號,19.97,商,,,1070912,土地1建物1車位2,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001228,294.2,4,2,2,有,無,有,46000,156,坡道平面,41.92,0,租金含管理費。,RPUOMLOJIINFFCB08CC
北屯區,房地(土地+建物)+車位,臺中市北屯區安順二街31~60號,36.56,住,,,1071001,土地1建物1車位1,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0830630,225.75,0,0,0,無,無,有,32000,142,坡道平面,92.44,0,,RPSNMLOJIINFFBB67CC
北區,房地(土地+建物),臺中市北區漢口路四段61~90號,8.42,住,,,1070915,土地1建物1車位0,四層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850715,30.880000000000003,1,0,1,有,有,有,4500,146,,0.0,0,,RPOOMLOJIINFFBB37CC
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路331~360號,1.87,住,,,1070912,土地8建物1車位2,十六層,19,辦公商業大樓,商業用,鋼筋混凝土造,0811110,343.2,0,0,0,無,有,無,49000,143,坡道平面,0.0,0,,RPTOMLOJIINFFBB87CC
北屯區,土地,南興段1~30地號,225.0,住,,,1070928,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,34056,151,,0.0,0,架設廣告帆布,RPUOMLOJIINFFBB97CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,10.25,商,,,1070927,土地1建物1車位0,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,120.57,2,1,2,有,有,有,22000,182,,0.0,0,,RPUOMLPJIINFFBB08CC
北區,車位,臺中市北區進化北路301~330號,0.38,商,,,1070927,土地0建物0車位1,,,其他,,,,49.46,0,0,0,有,有,無,3200,,坡道平面,49.46,3200,,RPWOMLPJIINFFBB28CC
北區,車位,臺中市北區進化北路301~330號,0.52,商,,,1070930,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,無,3500,,坡道平面,31.88,3500,,RPXOMLPJIINFFBB38CC
北區,房地(土地+建物),臺中市北區天津路二段121~150號,3.7,住,,,1070907,土地1建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780610,23.47,1,0,1,有,有,有,7000,298,,0.0,0,臺中市包租代管案件租金市價打9折。,RPRPMLPJIINFFBB87CC
