鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
岡山區,房地(土地+建物),高雄市岡山區為隨西路1~30號,727.57,農,,,1070907,土地1建物1車位0,一層,1,農舍,農舍,鋼造,0851206,73.6,0,0,0,無,無,有,47000,,,0.0,0,,RPUNMLMJIINFFFE38CC
岡山區,土地,子段121~150地號,2341.0,,特定農業區,農牧用地,1070905,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,15,,0.0,0,,RPVNMLMJIINFFFE48CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文衡路421~450號,21.98,住,,,1070903,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0920701,145.07999999999998,3,2,2,有,有,有,17000,117,坡道平面,0.0,0,,RPTOMLMJIINFFGE48CC
左營區,建物,高雄市左營區站前南路31~60號,0.0,住,,,1070929,土地0建物1車位0,二層,2,套房(1房1廳1衛),,鋼筋混凝土造,0700318,19.83,1,0,1,有,無,有,6500,328,,0.0,0,,RPSNMLMJIINFFEE08CC
左營區,建物,高雄市左營區孟子路601~630號,0.0,住,,,1070905,土地0建物1車位0,一層,13,店面(店鋪),住商用,鋼筋混凝土造,1001003,338.27,0,2,2,有,有,無,70000,207,,0.0,0,租金調整:第二年起租金72000元，第三年起租金74000元，第四年起租金76000元，第五年起租金78000元,RPVNMLMJIINFFEE38CC
左營區,建物,高雄市左營區明華一路91~120號,0.0,商,,,1070915,土地0建物0車位0,一層,15,店面(店鋪),商業用,鋼筋混凝土造,0951127,316.9,0,1,1,有,有,無,96000,303,,0.0,0,,RPWNMLMJIINFFEE48CC
左營區,房地(土地+建物),高雄市左營區明華一路1~30號,60.56,住,,,1070910,土地1建物1車位0,見其它登記事項,18,店面(店鋪),住家用,鋼筋混凝土造,0790607,370.25,0,0,0,無,有,無,42002,113,,0.0,0,含稅金等費用。實際上此為公司行號籌備處。,RPSPMLMJIINFFEE28CC
左營區,房地(土地+建物),高雄市左營區富民路271~300號,6.72,商,,,1070905,土地1建物1車位0,十五層,21,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890607,86.84,2,2,1,有,有,有,13000,150,,0.0,0,,RPTPMLMJIINFFEE38CC
左營區,建物,高雄市左營區重忠路151~180號,0.0,住,,,1070918,土地0建物1車位0,見其它登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0940126,186.26,4,2,4,有,無,無,35000,188,,0.0,0,,RPVPMLMJIINFFEE58CC
三民區,建物,高雄市三民區建工路571~600號,0.0,商,,,1070915,土地0建物0車位0,見其他登記事項,5,店面(店鋪),住商用,鋼筋混凝土造,0960919,220.18,0,2,2,有,無,無,170000,772,,0.0,0,租金調漲:第二年起178500元，第六年起187425元，第九年起196796元。,RPWNMLMJIINFFDE38CC
三民區,建物,高雄市三民區光武路152巷1~30號,0.0,商,,,1070903,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0760504,104.94,3,1,2,有,無,有,9000,86,,0.0,0,此件為 社會住宅包(代)租代管計畫 租金市價打9折。,RPPOMLMJIINFFDE77CC
三民區,房地(土地+建物)+車位,高雄市三民區水源路217巷1~30號,11.29,住,,,1070922,土地1建物1車位1,十九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,146.4,4,2,2,有,有,有,26000,178,坡道機械,0.0,0,,RPROMLMJIINFFDE97CC
三民區,房地(土地+建物),高雄市三民區大昌二路421~450號,84.0,住,,,1070906,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0691229,100.76,1,2,2,有,無,有,37000,367,,0.0,0,,RPWOMLMJIINFFDE48CC
苓雅區,房地(土地+建物),高雄市苓雅區建國一路151~180號,147.0,商,,,1070920,土地1建物1車位0,見其他登記事項,5,店面(店鋪),,鋼筋混凝土造,0780415,675.1,9,4,8,有,無,無,65000,96,,0.0,0,第1至2年租金6.5萬第3至4年租金6.8萬第5至6年租金7萬第7至8年租金7.5萬第9至10年租金8萬施工期間自簽約日期二個半月,RPQNMLMJIINFFBE57CC
苓雅區,建物,高雄市苓雅區四維三路241~270號,0.0,商,,,1070927,土地0建物1車位1,九層,12,辦公商業大樓,,鋼筋混凝土造,0781109,98.42,0,0,0,無,有,無,18000,183,升降平面,0.0,0,9樓為整層屋主自行隔間出租。租金含一升降平面車位,RPSNMLMJIINFFBE77CC
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,1070922,土地0建物1車位0,二十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,120.61,3,2,2,有,有,有,14000,116,,0.0,0,,RPTNMLMJIINFFBE87CC
苓雅區,房地(土地+建物),高雄市苓雅區四維二路91~120號,15.37,商,,,1070904,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0770113,178.88,4,2,2,有,有,有,18000,101,,0.0,0,,RPXNMLMJIINFFBE28CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區神農路151~180號,11.13,商,,,1070904,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970826,124.76,3,2,2,有,有,有,25000,200,坡道機械,6.64,0,,RPTOMLMJIINFFAE87CC
鼓山區,房地(土地+建物),高雄市鼓山區馬卡道路331~360號,7.4,商,,,1070910,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040731,82.42,2,2,1,有,有,有,20000,243,,0.0,0,,RPXOMLMJIINFFAE28CC
鼓山區,房地(土地+建物),高雄市鼓山區鼓山三路204巷1~30號,30.85,住,,,1070913,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0730402,95.8,3,2,2,有,無,有,10500,110,,0.0,0,,RPOPMLMJIINFFAE47CC
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路331~360號,41.0,商,,,1070910,土地1建物1車位0,全,2,透天厝,商業用,加強磚造,0600901,86.26,2,2,3,有,無,無,32000,371,,0.0,0,,RPSNMLMJIINFFCE87CC
前鎮區,建物,高雄市前鎮區鄭和南路331~360號,0.0,商,,,1070915,土地0建物1車位1,二十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,143.73,3,2,2,有,有,有,30000,209,坡道機械,8.68,0,租金含管理費,RPTOMLMJIINFFCE08CC
前鎮區,建物,高雄市前鎮區鄭和南路331~360號,0.0,商,,,1070915,土地0建物1車位1,九層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,143.73,3,2,2,有,有,有,27000,188,坡道機械,8.68,0,租金含管理費,RPUOMLMJIINFFCE18CC
前鎮區,房地(土地+建物),高雄市前鎮區精忠街162巷17弄1~30號,58.01,住,,,1070904,土地2建物1車位0,全,2,透天厝,,鋼筋混凝土造,0750730,94.79,5,2,3,有,無,有,15000,158,,0.0,0,,RPWOMLMJIINFFCE38CC
前鎮區,房地(土地+建物),高雄市前鎮區光華三路241~270號,18.73,商,,,1070921,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0951121,214.26,4,2,2,有,有,有,35000,163,,0.0,0,,RPQNMLNJIINFFCE77CC
前鎮區,建物,高雄市前鎮區中山二路91~120號,0.0,住,,,1071002,土地0建物1車位1,九層,24,辦公商業大樓,住商用,鋼筋混凝土造,0820730,207.86,0,0,0,無,有,無,25000,120,坡道機械,0.0,0,租金含坡道機械一個,RPWNMLNJIINFFCE38CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,36.51,住,,,1070917,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011107,161.3,2,2,1,有,有,有,23000,143,坡道平面,0.0,0,,RPPNMLNJIINFFAE47CC
新興區,房地(土地+建物),高雄市新興區復興一路61~90號,5.97,商,,,1070925,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,72.18,2,2,1,有,有,有,20000,277,,0.0,0,,RPSNMLNJIINFFBE87CC
苓雅區,房地(土地+建物),高雄市苓雅區林南街31~60號,9.66,商,,,1070926,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0750508,94.27,0,0,0,無,有,無,24000,255,,0.0,0,,RPTNMLNJIINFFBE97CC
苓雅區,房地(土地+建物),高雄市苓雅區廣州一街121~150號,226.0,住,,,1071002,土地2建物2車位0,全,5,透天厝,,鋼筋混凝土造,0691105,145.05,0,0,0,無,無,無,120000,827,,0.0,0,,RPVNMLNJIINFFBE18CC
苓雅區,房地(土地+建物),高雄市苓雅區光華一路211~240號,94.94,商,,,1071002,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0781128,409.4,0,0,0,無,有,無,30000,73,,0.0,0,,RPWNMLNJIINFFBE28CC
苓雅區,建物,高雄市苓雅區仁智街151~180號,60.0,商,,,1071003,土地0建物1車位0,全,3,透天厝,住家用,加強磚造,0480324,60.0,0,0,0,無,無,無,16800,280,,0.0,0,,RPOOMLNJIINFFBE57CC
新興區,建物,高雄市新興區中山一路91~120號,0.0,商,,,1071001,土地0建物1車位0,九層,10,辦公商業大樓,,鋼筋混凝土造,0651124,7.87,0,0,0,無,有,無,2400,305,,0.0,0,9樓為整層屋主自行隔間出租,RPROMLNJIINFFBE87CC
苓雅區,建物,高雄市苓雅區中正三路1~30號,0.0,商,,,1070920,土地0建物1車位0,十層,21,辦公商業大樓,,鋼筋混凝土造,0741022,409.55000000000007,7,0,0,有,有,無,74334,182,,0.0,0,10樓整層為屋主自行隔間出租,RPUOMLNJIINFFBE18CC
新興區,建物,高雄市新興區仁愛二街91~120號,0.0,商,,,1070906,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0660526,81.54,3,2,2,有,無,有,9000,110,,0.0,0,此件為 社會住宅包(代)租代管計畫 租金市價打9折。,RPVOMLNJIINFFBE28CC
三民區,房地(土地+建物),高雄市三民區天津街1~30號,18.17,住,,,1071002,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841013,84.24,0,0,0,無,有,無,23000,273,,0.0,0,,RPTNMLNJIINFFDE18CC
楠梓區,建物,高雄市楠梓區加宏路100巷1~30號,0.0,商,,,1070907,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0681206,81.3,2,1,1,有,無,有,8000,98,,0.0,0,此件為 社會住宅包(代)租代管計畫 租金市價打9折。,RPOOMLNJIINFFEE87CC
鳳山區,建物,高雄市鳳山區五甲三路151~180號,0.0,住,,,1070922,土地0建物1車位0,見其他登記事項,2,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0680501,119.33,4,2,3,有,無,有,45000,377,,0.0,0,,RPXOMLNJIINFFGE98CC
鳳山區,房地(土地+建物),高雄市鳳山區鳳北路151~180號,102.0,住,,,971002,土地1建物1車位0,全,2,透天厝,見其他登記事項,見其他登記事項,1030925,118.14,3,1,2,有,無,無,16000,135,,0.0,0,,RPOOMLOJIINFFGE18CC
鳥松區,土地,崎子段1231~1260地號,1694.0,農,,,1070914,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,120000,71,,0.0,0,承租地上無保存登記建物1棟,RPVNMLOJIINFFIE98CC
大寮區,建物,高雄市大寮區大寮路991~1020號,74.26,農,,,1071004,土地0建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0900528,163.38,5,2,3,有,無,無,19800,121,,0.0,0,,RPOOMLOJIINFFLE68CC
左營區,房地(土地+建物),高雄市左營區新榮街51巷1~30號,11.75,住,,,1070914,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950306,109.31,2,2,1,有,有,有,20000,183,,0.0,0,,RPUPMLOJIINFFEE68CC
左營區,房地(土地+建物),高雄市左營區立文路91~120號,17.34,商,,,1070914,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,114.63,2,1,1,有,有,有,20000,174,,0.0,0,,RPXPMLOJIINFFEE98CC
左營區,車位,高雄市左營區立文路61~90號,0.0,商,,,1071004,土地0建物0車位1,,,其他,,,,13.22,0,0,0,有,有,無,2000,,坡道機械,0.0,0,只租車位.租金含車位清潔費,RPOQMLOJIINFFEE18CC
左營區,建物,高雄市左營區文川路211~240號,0.0,商,,,1070910,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030716,93.95,2,1,1,有,有,有,18000,192,,0.0,0,,RPRQMLOJIINFFEE48CC
左營區,建物,高雄市左營區太華街61~90號,0.0,住,,,1070912,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000714,73.81,2,1,1,有,有,有,25000,339,,0.0,0,,RPVQMLOJIINFFEE88CC
左營區,建物,高雄市左營區太華街31~60號,0.0,住,,,1070912,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000714,73.81,2,1,1,有,有,有,25000,339,,0.0,0,,RPWQMLOJIINFFEE98CC
三民區,房地(土地+建物),高雄市三民區大昌二路121~150號,17.3,商,,,1071001,土地1建物1車位0,見其他登記事項,16,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0780913,166.79,2,2,3,有,有,有,43000,258,,0.0,0,本物件承租的範圍為1+2+3樓,RPWNMLOJIINFFDE58CC
新興區,建物,高雄市新興區復興一路31~60號,0.0,商,,,1070913,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0720505,45.39,0,0,0,無,有,有,11000,242,,0.0,0,,RPTNMLOJIINFFBE08CC
苓雅區,建物,高雄市苓雅區興中二路121~150號,0.0,商,,,1070913,土地0建物1車位0,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,46.33,0,0,0,無,有,有,12000,259,,0.0,0,,RPUNMLOJIINFFBE18CC
新興區,建物,高雄市新興區球庭路61~90號,0.0,商,,,1070914,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010509,77.29,2,2,1,有,有,有,25000,323,,0.0,0,,RPWNMLOJIINFFBE38CC
新興區,建物,高雄市新興區球庭路61~90號,0.0,商,,,1070912,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010509,94.27000000000001,2,2,1,有,有,有,25000,265,,0.0,0,,RPOOMLOJIINFFBE67CC
新興區,房地(土地+建物),高雄市新興區六合一路121~150號,3.71,商,,,1070914,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060524,86.77,2,1,1,有,有,有,18000,207,,0.0,0,,RPQOMLOJIINFFBE87CC
苓雅區,建物,高雄市苓雅區四維三路241~270號,0.0,商,,,1071003,土地0建物1車位0,九層,12,辦公商業大樓,,鋼筋混凝土造,0781109,50.22,0,0,0,無,有,無,8500,169,,0.0,0,9樓為整層屋主自行隔間出租,RPUOMLOJIINFFBE28CC
苓雅區,房地(土地+建物),高雄市苓雅區四維二路301~330號,30.08,商,,,1070914,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941220,291.56,4,2,3,有,有,有,40000,137,,0.0,0,,RPXOMLOJIINFFBE58CC
鼓山區,建物,高雄市鼓山區文忠路61~90號,0.0,商,,,1070913,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030925,90.25999999999999,2,1,1,有,有,有,27000,299,,0.0,0,,RPUNMLOJIINFFAE08CC
前金區,房地(土地+建物),高雄市前金區七賢二路391~420號,9.23,商,,,1071003,土地1建物1車位0,十五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781127,173.0,4,2,2,有,有,有,20000,116,,0.0,0,,RPQPMLOJIINFFAE87CC
前鎮區,建物,高雄市前鎮區新光路1~30號,0.0,商,,,1070912,土地0建物1車位0,二十二層,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,189.95,4,2,2,有,有,有,30000,158,,0.0,0,,RPTNMLOJIINFFCE18CC
前鎮區,建物,高雄市前鎮區中山二路181~210號,0.0,商,,,1070907,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000125,78.25,2,1,2,有,有,有,17000,217,,0.0,0,,RPROMLOJIINFFCE08CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路1441~1470號,10.32,住,,,1070929,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940330,108.75999999999999,2,2,1,有,有,無,20800,191,坡道機械,14.74,0,,RPTNMLPJIINFFCE28CC
前鎮區,房地(土地+建物),高雄市前鎮區永豐路91~120號,80.0,住,,,1071002,土地1建物1車位0,全,5,透天厝,,鋼筋混凝土造,0690619,53.54,1,0,0,無,無,無,18000,336,,0.0,0,,RPUNMLPJIINFFCE38CC
前鎮區,房地(土地+建物),高雄市前鎮區永豐路91~120號,80.0,住,,,1071002,土地1建物1車位0,全,5,透天厝,,鋼筋混凝土造,0690619,53.54,0,0,0,無,無,無,17000,318,,0.0,0,,RPVNMLPJIINFFCE48CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路331~360號,13.65,商,,,1070916,土地1建物1車位1,十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,152.0,3,2,2,有,有,有,27000,178,坡道機械,8.67,0,,RPWNMLPJIINFFCE58CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中華五路1411~1440號,12.88,商,,,1070916,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950314,108.94999999999999,2,1,1,有,有,有,20000,184,坡道平面,24.17,0,,RPXNMLPJIINFFCE68CC
前鎮區,房地(土地+建物),高雄市前鎮區廣東三街400巷1~30號,0.0,住,,,1070926,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0700711,83.64,3,2,2,有,無,無,9000,108,,0.0,0,,RPOOMLPJIINFFCE87CC
前鎮區,房地(土地+建物),高雄市前鎮區精忠街151~180號,28.54,住,,,1070927,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0660712,80.44,3,1,1,有,無,無,8000,99,,0.0,0,,RPTOMLPJIINFFCE38CC
前鎮區,建物,高雄市前鎮區民權二路331~360號,1185.0,商,,,1070831,土地0建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,0821008,135.0,0,0,0,無,無,無,50000,370,,0.0,0,,RPWOMLPJIINFFCE68CC
前鎮區,建物,高雄市前鎮區民權二路331~360號,1185.0,商,,,1070918,土地0建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,0821008,150.0,0,0,0,無,無,無,60000,400,,0.0,0,,RPXOMLPJIINFFCE78CC
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路31~60號,6.91,商,,,1070916,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001007,82.4,2,1,1,有,有,有,16000,194,,0.0,0,,RPSNMLPJIINFFAE97CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路61~90號,56.42,其他,,,1070912,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020522,301.07,3,2,2,有,有,有,55000,183,坡道平面,23.17,0,,RPWNMLPJIINFFAE38CC
苓雅區,建物,高雄市苓雅區光華一路121~150號,17.64,住,,,1071004,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0760106,180.67,4,2,2,有,無,有,20000,111,,0.0,0,含地下室31號車位,RPUNMLPJIINFFBE28CC
新興區,房地(土地+建物),高雄市新興區復興2路121~150號,123.0,商,,,1071002,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0691014,18.76,1,0,1,有,無,有,5000,267,,0.0,0,公寓型分租套房,RPWOMLPJIINFFBE58CC
三民區,房地(土地+建物)+車位,高雄市三民區大豐一路91~120號,21.88,住,,,1070722,土地2建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820522,161.98,4,2,2,有,無,有,15000,93,坡道機械,0.0,0,,RPPOMLPJIINFFDE08CC
左營區,房地(土地+建物)+車位,高雄市左營區立文路91~120號,8.4,商,,,1070915,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,110.78,2,1,1,有,有,有,23000,208,坡道平面,25.25,0,,RPUNMLPJIINFFEE58CC
楠梓區,房地(土地+建物),高雄市楠梓區壽豐路451~480號,11.41,住,,,1070921,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800102,68.75,2,1,1,有,無,無,7500,109,,0.0,0,,RPWNMLPJIINFFEE78CC
楠梓區,房地(土地+建物),高雄市楠梓區楠梓路61~90號,108.0,商,,,1070928,土地1建物1車位0,見其它登記事項,4,店面(店鋪),,鋼筋混凝土造,0760925,324.53,5,3,3,有,無,有,25000,77,,0.0,0,,RPXNMLPJIINFFEE88CC
左營區,建物,高雄市左營區站前南路31~60號,0.0,住,,,1071003,土地0建物1車位0,二層,2,套房(1房1廳1衛),,鋼筋混凝土造,0700318,19.8,1,0,1,有,無,有,7000,354,,0.0,0,,RPQOMLPJIINFFEE28CC
左營區,房地(土地+建物),高雄市左營區文天路121~150號,22.17,商,,,1071002,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830701,176.7,4,2,2,有,有,無,12000,68,,0.0,0,,RPVPMLPJIINFFEE88CC
